computeID,SigmaID,Sigma#,DisAxis U,DisAxis V,DisAxis W,DisAngle,Rvec 1,Rvec 2,Rvec 3,BP N1,BP N2,BP N3,planeID,BPFZ A N1,BPFZ A N2,BPFZ A N3,BPFZ B N1,BPFZ B N2,BPFZ B N3,BPFZ Stereo X,BPFZ Stereo Y,A11,A12,A13,A21,A22,A23,A31,A32,A33,B11,B12,B13,B21,B22,B23,B31,B32,B33,numStructsMinimized,minEnergyStructID,minGBenergy,minEnergyStructFname
S171g_fcc_N31_68_20_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,31,68,20,S171g_fcc_n31_68_20,26,53,50,-31,-68,-20,-0.1771676,-0.1676298,4,-3,4,332,-44,-365,31,68,20,6,-2,-1,47,326,-370,26,53,50,7661,1338,428,struct_S171g_fcc_N31_68_20_Al_M99_200714.1338.out
S171g_fcc_Nn74_n52_35_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-74,-52,35,S171g_fcc_n-74_-52_35,29,92,-10,-74,-52,35,-0.3309061,0.2477164,11,-17,-2,233,79,610,-74,-52,35,10,-5,-17,538,-131,355,-29,-92,10,6646,5095,449,struct_S171g_fcc_Nn74_n52_35_Al_M99_200714.5095.out
S171g_fcc_Nn121_49_115_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-121,49,115,S171g_fcc_n-121_49_115,33,87,-147,-121,49,115,-0.2579181,0.8872059,-5,-10,-1,367,-232,485,-121,49,115,-1,-3,-2,205,-71,4,-11,-29,49,7126,4831,464,struct_S171g_fcc_Nn121_49_115_Al_M99_200714.4831.out
S171g_fcc_Nn56_n7_8_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-56,-7,8,S171g_fcc_n-56_-7_8,38,38,-19,-56,-7,8,-0.0678747,0.3952572,1,-8,0,64,8,455,-56,-7,8,2,-5,-6,17,-10,14,-2,-2,1,9415,5110,498,struct_S171g_fcc_Nn56_n7_8_Al_M99_200714.5110.out
S171g_fcc_N2_43_73_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,2,43,73,S171g_fcc_n2_43_73,39,-6,75,-2,-43,-73,0.2053149,-0.4137952,-2,-5,3,13,-4,2,2,43,73,1,-6,-1,4,1,-2,13,-2,25,7095,5807,417,struct_S171g_fcc_N2_43_73_Al_M99_200714.5807.out
S171g_fcc_N73_116_14_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,73,116,14,S171g_fcc_n73_116_14,48,111,66,-73,-116,-14,-0.222463,-0.0683214,4,-3,4,506,-236,-683,73,116,14,6,-2,-1,7,148,-254,16,37,22,4585,318,448,struct_S171g_fcc_N73_116_14_Al_M99_200714.318.out
S171g_fcc_Nn77_n31_11_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-77,-31,11,S171g_fcc_n-77_-31_11,49,67,-11,-77,-31,11,-0.1496225,0.2764132,4,-11,-3,214,-187,971,-77,-31,11,3,-4,-11,781,-506,397,-49,-67,11,12941,4894,465,struct_S171g_fcc_Nn77_n31_11_Al_M99_200714.4894.out
S171g_fcc_N65_1_7_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,65,1,7,S171g_fcc_n65_1_7,55,31,-17,-65,-1,-7,0.0803213,0.3511841,1,-37,-4,85,89,-802,65,1,7,4,-23,-29,-430,509,-463,55,31,-17,12136,7535,529,struct_S171g_fcc_N65_1_7_Al_M99_200714.7535.out
S171g_fcc_N59_n14_16_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,59,-14,16,S171g_fcc_n59_-14_16,58,13,-20,-59,14,-16,0.2439114,0.3840328,-2,-5,3,2,-11,-17,59,-14,16,1,-6,-1,-7,2,-19,58,13,-20,8776,1776,552,struct_S171g_fcc_N59_n14_16_Al_M99_200714.1776.out
S171g_fcc_N53_n29_25_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,53,-29,25,S171g_fcc_n53_-29_25,61,-5,-23,-53,29,-25,0.4248826,0.4020091,-5,-10,-1,31,-8,-75,53,-29,25,-1,-3,-2,-59,145,-188,61,-5,-23,6184,696,550,struct_S171g_fcc_N53_n29_25_Al_M99_200714.696.out
S171g_fcc_N29_25_4_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,29,25,4,S171g_fcc_n29_25_4,64,91,31,-29,-25,-4,-0.1443793,0.0636106,-1,1,1,7,-11,18,29,25,4,-1,-1,5,18,-13,1,64,91,31,5483,2269,457,struct_S171g_fcc_N29_25_4_Al_M99_200714.2269.out
S171g_fcc_N11_37_31_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,11,37,31,S171g_fcc_n11_37_31,65,47,125,-11,-37,-31,0.0103131,-0.3023541,-9,1,2,1,-7,8,11,37,31,-6,-5,5,20,-25,-1,65,47,125,8427,4288,443,struct_S171g_fcc_N11_37_31_Al_M99_200714.4288.out
S171g_fcc_Nn119_n79_17_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-119,-79,17,S171g_fcc_n-119_-79_17,71,125,5,-119,-79,17,-0.2059352,0.1822683,11,-17,-2,149,-17,964,-119,-79,17,10,-5,-17,700,-419,535,-71,-125,-5,8363,4796,453,struct_S171g_fcc_Nn119_n79_17_Al_M99_200714.4796.out
S171g_fcc_Nn116_71_41_Al_M99_210630,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-116,71,41,S171g_fcc_n-116_71_41,77,32,-115,-116,71,41,0.1298622,0.811814,-32,-39,-23,-17,-1990,3398,-116,71,41,-33,-32,-31,2336,-3091,704,-77,-32,115,4134,3534,509,struct_S171g_fcc_Nn116_71_41_Al_M99_210630.3534.out
S171g_fcc_N122_58_7_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,122,58,7,S171g_fcc_n122_58_7,91,100,4,-122,-58,-7,-0.089101,0.1925251,5,-11,4,103,-151,-544,122,58,7,8,-7,-7,-224,223,-479,91,100,4,4763,4750,494,struct_S171g_fcc_N122_58_7_Al_M99_200714.4750.out
S171g_fcc_Nn119_92_17_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-119,92,17,S171g_fcc_n-119_92_17,97,7,-116,-119,92,17,0.3020891,0.7755937,-14,-17,-6,-263,-952,3311,-119,92,17,-12,-16,-11,1933,-2459,1468,-97,-7,116,4341,3494,551,struct_S171g_fcc_Nn119_92_17_Al_M99_200714.3494.out
S171g_fcc_N61_29_89_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,61,29,89,S171g_fcc_n61_29_89,97,7,55,-61,-29,-89,0.2599032,-0.0860793,-2,-5,3,28,-19,-13,61,29,89,1,-6,-1,17,8,-31,97,7,55,9863,2201,387,struct_S171g_fcc_N61_29_89_Al_M99_200714.2201.out
S171g_fcc_Nn82_n53_256_Al_M99_210630,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-82,-53,256,S171g_fcc_n-82_-53_256,98,-208,149,82,53,-256,0.77975,-0.5445325,-17,-22,-10,2054,-1724,301,-82,-53,256,-16,-19,-16,2053,-272,-1730,98,-208,149,2494,2486,433,struct_S171g_fcc_Nn82_n53_256_Al_M99_210630.2486.out
S171g_fcc_N104_13_34_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,104,13,34,S171g_fcc_n104_13_34,100,46,-5,-104,-13,-34,0.1215706,0.2308041,1,-8,0,272,34,-845,104,13,34,2,-5,-6,-301,590,-592,100,46,-5,5925,3599,516,struct_S171g_fcc_N104_13_34_Al_M99_200714.3599.out
S171g_fcc_N47_n101_91_Al_M99_210630,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,47,-101,91,S171g_fcc_n47_-101_91,107,-91,-31,-47,101,-91,0.8727238,0.2530354,3,5,4,-859,85,538,47,-101,91,4,3,5,-362,-659,685,107,-91,-31,8445,3270,485,struct_S171g_fcc_N47_n101_91_Al_M99_210630.3270.out
S171g_fcc_Nn61_n29_253_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-61,-29,253,S171g_fcc_n-61_-29_253,109,-179,157,61,29,-253,0.6870243,-0.506039,-20,-19,-7,1670,-1829,193,-61,-29,253,-17,-20,-11,1703,-490,-1741,109,-179,157,5038,1679,411,struct_S171g_fcc_Nn61_n29_253_Al_M99_200714.1679.out
S171g_fcc_Nn211_n5_79_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-211,-5,79,S171g_fcc_n-211_-5_79,117,153,-117,-211,-5,79,-0.1402387,0.5214256,-5,-26,-15,2129,-3560,5461,-211,-5,79,-9,-13,-26,611,-455,16,-13,-17,13,5484,1247,493,struct_S171g_fcc_Nn211_n5_79_Al_M99_200714.1247.out
S171g_fcc_Nn629_71_1067_Al_M99_210630,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-629,71,1067,S171g_fcc_n-629_71_1067,139,-815,925,629,-71,-1067,0.5808978,-0.8004113,-13,-25,-6,26249,-17645,16648,-629,71,1067,-10,-21,-17,33280,-6887,-11069,139,-815,925,1152,63,468,struct_S171g_fcc_Nn629_71_1067_Al_M99_210630.63.out
S171g_fcc_N139_n175_29_Al_M99_210630,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,139,-175,29,S171g_fcc_n139_-175_29,153,-63,-153,-139,175,-29,0.6008584,0.7239317,-38,-33,-17,3932,1261,-11237,139,-175,29,-35,-34,-21,-431,952,-823,17,-7,-17,5468,2088,538,struct_S171g_fcc_N139_n175_29_Al_M99_210630.2088.out
S171g_fcc_Nn217_37_31_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-217,37,31,S171g_fcc_n-217_37_31,157,103,-119,-217,37,31,0.0436096,0.5323451,-6,-31,-5,776,-1271,6949,-217,37,31,-3,-22,-23,4987,-3968,3145,-157,-103,119,6096,4926,528,struct_S171g_fcc_Nn217_37_31_Al_M99_200714.4926.out
S171g_fcc_N137_n47_127_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,137,-47,127,S171g_fcc_n137_-47_127,191,-25,-1,-137,47,-127,0.4331942,0.174866,-6,-31,-5,596,-11,-647,137,-47,127,-3,-22,-23,79,628,-611,191,-25,-1,12589,397,508,struct_S171g_fcc_N137_n47_127_Al_M99_200714.397.out
S171g_fcc_N223_n79_17_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,223,-79,17,S171g_fcc_n223_-79_17,197,53,-121,-223,79,-17,0.2192613,0.5164346,-2,-5,3,-8,-37,-67,223,-79,17,1,-6,-1,-41,4,-65,197,53,-121,5473,4287,553,struct_S171g_fcc_N223_n79_17_Al_M99_200714.4287.out
S171g_fcc_Nn50_n220_569_Al_M99_210630,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-50,-220,569,S171g_fcc_n-50_-220_569,337,-464,214,50,220,-569,0.8419242,-0.299009,-17,-22,-10,4906,-3391,-880,-50,-220,569,-16,-19,-16,3830,656,-4609,337,-464,214,1152,359,459,struct_S171g_fcc_Nn50_n220_569_Al_M99_210630.359.out
S171g_fcc_N233_n377_211_Al_M99_210630,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,233,-377,211,S171g_fcc_n233_-377_211,367,-245,-215,-233,377,-211,0.7869546,0.4751983,-38,-33,-17,13372,-4057,-22015,233,-377,211,-35,-34,-21,-2165,15232,-21053,367,-245,-215,2688,1926,504,struct_S171g_fcc_N233_n377_211_Al_M99_210630.1926.out
S187i_fcc_N219_25_221_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,219,25,221,S187i_fcc_n219_25_221,-219,-25,221,303,-73,-17,-0.4079202,0.4781092,-37,-56,43,13451,-17594,-11339,219,25,221,-19,-77,8,725,-2747,-24718,303,-73,17,9334,9175,514,struct_S187i_fcc_N219_25_221_Al_M99_210630.9175.out
S187i_fcc_N189_n127_119_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,189,-127,119,S187i_fcc_n189_-127_119,-189,127,119,189,-127,119,-0.2368347,0.97155,-16,-21,3,6,-7,-17,189,-127,119,-16,-21,-3,-6,7,-17,189,-127,-119,5556,222,440,struct_S187i_fcc_N189_n127_119_Al_M99_210630.222.out
S187i_fcc_N179_n53_85_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,179,-53,85,S187i_fcc_n179_-53_85,-179,53,85,179,-53,85,-0.4944132,0.869227,-15,-25,16,1277,-4139,-5270,179,-53,85,-9,-32,1,-2773,586,-6205,179,-53,-85,6554,4854,501,struct_S187i_fcc_N179_n53_85_Al_M99_200714.4854.out
S187i_fcc_N169_21_51_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,169,21,51,S187i_fcc_n169_21_51,-169,-21,51,169,21,51,-0.7986675,0.6017725,-6,-27,31,2028,-5545,-4437,169,21,51,6,-41,3,-2028,-813,-7055,169,21,-51,7492,6341,557,struct_S187i_fcc_N169_21_51_Al_M99_210630.6341.out
S187i_fcc_N235_n243_51_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,235,-243,51,S187i_fcc_n235_-243_51,-163,159,255,235,-243,51,-0.0442953,0.7008789,-24,-23,1,930,-1459,-11237,235,-243,51,-24,-23,-1,-5706,6283,-7565,163,-159,-255,4088,1833,399,struct_S187i_fcc_N235_n243_51_Al_M99_200714.1833.out
S187i_fcc_N181_7_17_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,181,7,17,S187i_fcc_n181_7_17,-157,-35,85,181,7,17,-0.6435852,0.4849225,-4,-35,57,994,-10385,-6307,181,7,17,20,-63,11,-4970,-3427,-10591,157,35,-85,7646,4030,550,struct_S187i_fcc_N181_7_17_Al_M99_210630.4030.out
S187i_fcc_N147_109_51_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,147,109,51,S187i_fcc_n147_109_51,-147,-109,51,171,81,-17,-0.798353,0.1559537,3,-12,17,145,-138,-123,147,109,51,9,-19,0,19,9,-234,171,81,17,7502,6879,554,struct_S187i_fcc_N147_109_51_Al_M99_200714.6879.out
S187i_fcc_N151_n145_102_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,151,-145,102,S187i_fcc_n151_-145_102,-145,138,119,151,-145,102,-0.0836264,0.9556526,-17,-17,1,1589,-1885,-5032,151,-145,102,-17,-17,-1,-1885,2168,-4811,145,-138,-119,3172,1719,414,struct_S187i_fcc_N151_n145_102_Al_M99_210630.1719.out
S187i_fcc_Nn303_447_17_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-303,447,17,S187i_fcc_n-303_447_17,-135,251,459,303,-447,-17,0.0750267,0.5715852,40,27,3,126,227,-3723,-303,447,17,40,27,-3,-1878,2565,-1955,-135,251,459,2688,1743,428,struct_S187i_fcc_Nn303_447_17_Al_M99_210630.1743.out
S187i_fcc_N120_47_221_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,120,47,221,S187i_fcc_n120_47_221,-120,-47,221,228,-79,-85,-0.2830951,0.331806,-35,-47,29,2350,-2243,-799,120,47,221,-23,-61,5,958,-619,-3145,228,-79,85,2880,2382,478,struct_S187i_fcc_N120_47_221_Al_M99_210630.2382.out
S187i_fcc_N111_151_153_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,111,151,153,S187i_fcc_n111_151_153,-111,-151,153,207,39,-119,-0.4602283,0.0899029,-6,-27,31,8812,-4359,-2091,111,151,153,6,-41,3,4996,93,-8721,207,39,119,6127,4151,502,struct_S187i_fcc_N111_151_153_Al_M99_210630.4151.out
S187i_fcc_N123_n237_119_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,123,-237,119,S187i_fcc_n123_-237_119,-111,223,153,123,-237,119,0.1952336,0.9153061,-25,-19,-12,5105,-1499,-8262,123,-237,119,-31,-12,-5,-721,5298,-8245,111,-223,-153,4956,3032,462,struct_S187i_fcc_N123_n237_119_Al_M99_210630.3032.out
S187i_fcc_Nn229_49_119_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-229,49,119,S187i_fcc_n-229_49_119,-109,-91,221,229,-49,-119,-0.3113106,0.2345634,-7,-6,-11,175,-3352,1717,-229,49,119,-13,1,-6,325,-3527,-1292,-109,-91,221,5516,3773,473,struct_S187i_fcc_Nn229_49_119_Al_M99_200714.3773.out
S187i_fcc_N135_n251_85_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,135,-251,85,S187i_fcc_n135_-251_85,-99,209,187,135,-251,85,0.171201,0.8026349,-29,-20,-13,4963,-710,-9979,135,-251,85,-35,-13,-4,-145,631,-782,9,-19,-17,4781,2864,453,struct_S187i_fcc_N135_n251_85_Al_M99_210630.2864.out
S187i_fcc_N91_n75_85_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,91,-75,85,S187i_fcc_n91_-75_85,-91,75,85,103,-89,51,-0.1231481,0.8660256,-10,-11,1,860,-941,-1751,91,-75,85,-10,-11,-1,-472,613,-2023,103,-89,-51,8829,5430,402,struct_S187i_fcc_N91_n75_85_Al_M99_210630.5430.out
S187i_fcc_N87_n8_34_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,87,-8,34,S187i_fcc_n87_-8_34,-87,8,34,87,-8,34,-0.6490582,0.7607387,-14,-29,29,754,-2999,-2635,87,-8,34,-2,-43,5,-1502,-367,-3757,87,-8,-34,7196,1182,539,struct_S187i_fcc_N87_n8_34_Al_M99_210630.1182.out
S187i_fcc_N169_n353_51_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,169,-353,51,S187i_fcc_n169_-353_51,-85,255,289,169,-353,51,0.1913303,0.6727549,-11,-7,-12,4593,1467,-5066,169,-353,51,-17,0,-5,75,314,-255,5,-15,-17,3638,1000,454,struct_S187i_fcc_N169_n353_51_Al_M99_210630.1000.out
S187i_fcc_N81_n1_51_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,81,-1,51,S187i_fcc_n81_-1_51,-81,1,51,93,-15,17,-0.5288336,0.6198276,-29,-54,45,387,-732,-629,81,-1,51,-11,-75,6,-195,-53,-1020,93,-15,-17,13427,13294,524,struct_S187i_fcc_N81_n1_51_Al_M99_210630.13294.out
S187i_fcc_Nn94_n15_17_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-94,-15,17,S187i_fcc_n-94_-15_17,-70,-43,51,94,15,-17,-0.5993193,0.2634156,-6,7,-27,13,-120,-34,-94,-15,17,-18,21,-7,-35,-64,-102,-70,-43,51,7199,4006,533,struct_S187i_fcc_Nn94_n15_17_Al_M99_200714.4006.out
S187i_fcc_Nn369_524_204_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-369,524,204,S187i_fcc_n-369_524_204,-69,174,646,369,-524,-204,0.0526353,0.4009982,40,27,3,-3936,9267,-30923,-369,524,204,40,27,-3,-17964,25633,-8823,-69,174,646,2280,327,425,struct_S187i_fcc_Nn369_524_204_Al_M99_210630.327.out
S187i_fcc_N67_n47_153_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,67,-47,153,S187i_fcc_n67_-47_153,-67,47,153,127,-117,-17,-0.0750641,0.5278801,-10,-11,1,1636,-1597,-1207,67,-47,153,-10,-11,-1,304,-43,-2567,127,-117,17,7455,6822,399,struct_S187i_fcc_N67_n47_153_Al_M99_200714.6822.out
S187i_fcc_N43_n19_34_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,43,-19,34,S187i_fcc_n43_-19_34,-43,19,34,49,-26,17,-0.2996597,0.7902467,-3,-5,1,151,-145,-272,43,-19,34,-3,-5,-1,-59,100,-323,49,-26,-17,11357,4336,456,struct_S187i_fcc_N43_n19_34_Al_M99_210630.4336.out
S187i_fcc_N39_235_357_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,39,235,357,S187i_fcc_n39_235_357,-39,-235,357,279,-45,-323,-0.2237202,0.0437025,-41,-57,42,30219,-16275,7412,39,235,357,-23,-78,9,24789,-9940,-22797,279,-45,323,3432,2828,471,struct_S187i_fcc_N39_235_357_Al_M99_210630.2828.out
S187i_fcc_N39_48_170_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,39,48,170,S187i_fcc_n39_48_170,-39,-48,170,135,-64,-102,-0.1813069,0.2125036,-2,-9,3,1674,-457,-255,39,48,170,-2,-9,-3,1110,201,-1343,135,-64,102,4032,736,453,struct_S187i_fcc_N39_48_170_Al_M99_210630.736.out
S187i_fcc_N38_18_17_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,38,18,17,S187i_fcc_n38_18_17,-38,-18,17,44,11,0,-0.7372458,0.3240376,-1,-13,16,509,-625,-476,38,18,17,5,-20,1,1,-4,-85,4,1,0,11963,10894,545,struct_S187i_fcc_N38_18_17_Al_M99_210630.10894.out
S187i_fcc_N37_n12_51_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,37,-12,51,S187i_fcc_n37_-12_51,-37,12,51,55,-33,0,-0.2177477,0.5742327,-3,-5,1,243,-190,-221,37,-12,51,-3,-5,-1,3,5,-34,5,-3,0,9224,6015,442,struct_S187i_fcc_N37_n12_51_Al_M99_200714.6015.out
S187i_fcc_N32_25_34_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,32,25,34,S187i_fcc_n32_25_34,-32,-25,34,50,4,-17,-0.4948831,0.2175133,1,-4,2,62,-10,-51,32,25,34,1,-4,-2,20,39,-68,50,4,17,11391,8127,504,struct_S187i_fcc_N32_25_34_Al_M99_200714.8127.out
S187i_fcc_Nn163_159_119_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-163,159,119,S187i_fcc_n-163_159_119,-31,5,255,163,-159,-119,-0.0431869,0.3037074,-10,-11,1,1468,-1027,3383,-163,159,119,-10,-11,-1,2800,-2581,391,-31,5,255,4878,4668,411,struct_S187i_fcc_Nn163_159_119_Al_M99_200714.4668.out
S187i_fcc_Nn67_47_34_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-67,47,34,S187i_fcc_n-67_47_34,-25,-2,85,67,-47,-34,-0.1297617,0.3422007,-5,3,-14,-380,-554,17,-67,47,34,-11,10,-3,-422,-505,-136,-25,-2,85,7773,6885,413,struct_S187i_fcc_Nn67_47_34_Al_M99_200714.6885.out
S187i_fcc_Nn78_91_34_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-78,91,34,S187i_fcc_n-78_91_34,-24,28,119,78,-91,-34,0,0.4212897,-1,4,-13,-1319,-1048,-221,-78,91,34,-7,11,-4,-1421,-929,-68,-24,28,119,5215,4472,411,struct_S187i_fcc_Nn78_91_34_Al_M99_200714.4472.out
S187i_fcc_N19_9_102_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,19,9,102,S187i_fcc_n19_9_102,-19,-9,102,73,-54,-51,-0.1060993,0.2797994,-3,-5,1,519,-325,-68,19,9,102,-3,-5,-1,309,-80,-527,73,-54,51,6386,655,404,struct_S187i_fcc_N19_9_102_Al_M99_200714.655.out
S187i_fcc_Nn197_261_153_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-197,261,153,S187i_fcc_n-197_261_153,-17,51,357,197,-261,-153,0.0311514,0.3286029,9,-2,15,4221,4332,-1955,-197,261,153,15,-9,2,195,317,-36,-1,3,21,3999,2255,409,struct_S187i_fcc_Nn197_261_153_Al_M99_200714.2255.out
S187i_fcc_N5_n37_17_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,5,-37,17,S187i_fcc_n5_-37_17,-5,37,17,5,-37,17,0.4944132,0.869227,-7,-6,-11,509,-64,-289,5,-37,17,-13,1,-6,239,251,-476,5,-37,-17,21648,9588,474,struct_S187i_fcc_N5_n37_17_Al_M99_200714.9588.out
S187i_fcc_Nn6_7_17_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-6,7,17,S187i_fcc_n-6_7_17,6,-7,17,6,-7,-17,0,0,-2,-9,3,87,-8,34,-6,7,17,-2,-9,-3,87,-8,-34,6,-7,17,27909,14985,348,struct_S187i_fcc_Nn6_7_17_Al_M99_210630.14985.out
S187i_fcc_Nn7_n6_0_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-7,-6,0,S187i_fcc_n-7_-6_0,7,6,0,-7,-6,0,1,0,-6,7,-27,162,-189,-85,-7,-6,0,-18,21,-7,42,-49,-255,-7,-6,0,6064,1670,560,struct_S187i_fcc_Nn7_n6_0_Al_M99_200714.1670.out
S187i_fcc_Nn7_n23_51_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-7,-23,51,S187i_fcc_n-7_-23_51,7,23,51,17,-51,-17,0.2133687,0.3751232,-25,-19,-12,1245,-1359,-442,-7,-23,51,-31,-12,-5,27,-26,-105,1,-3,1,16275,18478,375,struct_S187i_fcc_Nn7_n23_51_Al_M99_210630.18478.out
S187i_fcc_Nn19_n9_85_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-19,-9,85,S187i_fcc_n-19_-9_85,19,9,85,29,-65,-51,0.1229886,0.216226,-35,-30,-11,2649,-3184,255,-19,-9,85,-41,-23,-6,1563,-1917,-3332,29,-65,51,14427,5862,392,struct_S187i_fcc_Nn19_n9_85_Al_M99_200714.5862.out
S187i_fcc_Nn63_167_85_Al_M99_200714,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-63,167,85,S187i_fcc_n-63_167_85,33,55,187,63,-167,-85,0.1726669,0.3035653,4,1,1,82,403,-731,-63,167,85,4,1,-1,-22,71,-17,3,5,17,7210,4620,398,struct_S187i_fcc_Nn63_167_85_Al_M99_200714.4620.out
S187i_fcc_N27_62_17_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,27,62,17,S187i_fcc_n27_62_17,45,41,34,-27,-62,-17,0.6162756,0.1805788,13,-18,45,1548,-497,-646,27,62,17,31,-39,6,786,392,-1513,45,41,34,9504,5394,495,struct_S187i_fcc_N27_62_17_Al_M99_210630.5394.out
S187i_fcc_Nn57_n27_68_Al_M99_210630,187i,187,7,6,0,56.9442688,0.4117647,0.3529412,0,-57,-27,68,S187i_fcc_n-57_-27_68,57,27,68,-15,-76,-51,0.379278,0.1111347,-11,-7,-12,400,-716,51,-57,-27,68,-17,0,-5,190,-471,-646,-15,-76,51,7172,1181,467,struct_S187i_fcc_Nn57_n27_68_Al_M99_210630.1181.out
